name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Vespoid Vambraces,ランゴアーム,Avant-bras Vespoid,Parabraccia di Vespoid,Vespoid-Armschienen,Brazales de Vespoid,Avambraços de Vespoidea,Zarękawia z Vespoida,Осиные наручи,랑고암,巨蜂腕甲,درع ساعد فيسبويد
Vespoid Coil,ランゴコイル,Tassette Vespoid,Spira di Vespoid,Vespoid-Hüftring,Faja de Vespoid,Cinturão de Vespoidea,Pas z Vespoida,Осиный пояс,랑고코일,巨蜂腰甲,لفيفة فيسبويد
Vespoid Greaves,ランゴグリーヴ,Jambières Vespoid,Schinieri di Vespoid,Vespoid-Beinschienen,Grebas de Vespoid,Grevas de Vespoidea,Nagolenice z Vespoida,Осиные поножи,랑고그리브,巨蜂護腿,درع ساق فيسبويد
Kestodon Guards,ケストガード,Gardes Kestodon,Protezioni di Kestodon,Kestodon-Armschutz,Guardas de Kestodon,Cotoveleiras de Kestodonte,Naramienniki z Kestodona,Щитки кестодона,케스토가드,冠突龍護手,درع كيستودون
Gajau Boots,ガライーブーツ,Bottes Gajau,Stivali di Gajau,Gajau-Stiefel,Botas de Gajau,Botas de Gajau,Buty z Gajau,Сапоги гаджау,가쟈우부츠,咬魚靴,حذاء غاجاو
Jagras Helm,ジャグラスヘルム,Casque Jagras,Elmo di Jagras,Jagras-Helm,Yelmo de Jagras,Elmo de Jagras,Hełm z Jagrasa,Яграсовый шлем,쟈그라스헬름,凶豺龍頭盔,خوذة جاغراس
Jagras Mail,ジャグラスメイル,Tunique Jagras,Cotta di Jagras,Jagras-Panzerung,Cota de Jagras,Armadura de Jagras,Zbroja z Jagrasa,Яграсовый доспех,쟈그라스메일,凶豺龍鎧甲,درع جاغراس
Jagras Vambraces,ジャグラスアーム,Avant-bras Jagras,Parabraccia di Jagras,Jagras-Armschienen,Brazales de Jagras,Avambraços de Jagras,Zarękawia z Jagrasa,Яграсовые наручи,쟈그라스암,凶豺龍腕甲,درع ساعد جاغراس
Jagras Coil,ジャグラスコイル,Boucle Jagras,Spira di Jagras,Jagras-Hüftring,Faja de Jagras,Cinturão de Jagras,Pas z Jagrasa,Яграсовый пояс,쟈그라스코일,凶豺龍腰甲,لفيفة جاغراس
Jagras Greaves,ジャグラスグリーヴ,Cuissardes Jagras,Schinieri di Jagras,Jagras-Beinschienen,Grebas de Jagras,Grevas de Jagras,Nagolenice z Jagrasa,Яграсовые поножи,쟈그라스그리브,凶豺龍護腿,درع ساق جاغراس
Kulu Headpiece,クルルヘルム,Voile Kulu,Elmo di Kulu,Kulu-Kopfschutz,Defensa de Kulu,Adorno de Kulu,Osłona głowy z Kulu,Шлем кулу,쿠루루헬름,搔鳥頭盔,غطاء رأس كولو
Kulu Mail,クルルメイル,Corset Kulu,Cotta di Kulu,Kulu-Panzerung,Cota de Kulu,Armadura de Kulu,Zbroja z Kulu,Доспех кулу,쿠루루메일,搔鳥鎧甲,درع كولو
Kulu Vambraces,クルルアーム,Avant-bras Kulu,Parabraccia di Kulu,Kulu-Armschienen,Brazales de Kulu,Avambraços de Kulu,Zarękawia z Kulu,Наручи кулу,쿠루루암,搔鳥腕甲,درع ساعد كولو
Kulu Coil,クルルコイル,Écharpe Kulu,Spira di Kulu,Kulu-Hüftring,Faja de Kulu,Cinturão de Kulu,Pas z Kulu,Пояс кулу,쿠루루코일,搔鳥腰甲,لفيفة كولو
Kulu Greaves,クルルグリーヴ,Pantalon Kulu,Schinieri di Kulu,Kulu-Beinschienen,Grebas de Kulu,Grevas de Kulu,Nagolenice z Kulu,Поножи кулу,쿠루루그리브,搔鳥護腿,درع ساق كولو
Alloy Helm,アロイヘルム,Heaume en alliage,Elmo in lega,Legierungs-Helm,Yelmo de aleación,Elmo de Liga Leve,Hełm ze stopu,Литой шлем,얼로이헬름,合金頭盔,خوذة خليط معدني
Alloy Mail,アロイメイル,Cotte en alliage,Cotta in lega,Legierungs-Panzerung,Cota de aleación,Armadura de Liga Leve,Zbroja ze stopu,Литой доспех,얼로이메일,合金鎧甲,درع خليط معدني
Alloy Vambraces,アロイアーム,Avant-bras en alliage,Parabraccia in lega,Legierungs-Armschienen,Brazales de aleación,Avambraços de Liga Leve,Zarękawia ze stopu,Литые наручи,얼로이암,合金腕甲,درع ساعد من خليط معدني
Alloy Coil,アロイコイル,Boucle en alliage,Spira in lega,Legierungs-Hüftring,Faja de aleación,Cinturão de Liga Leve,Pas ze stopu,Литой пояс,얼로이코일,合金腰甲,لفيفة خليط معدني
Alloy Greaves,アロイグリーヴ,Grèves en alliage,Schinieri in lega,Legierungs-Beinschienen,Grebas de aleación,Grevas de Liga Leve,Nagolenice ze stopu,Литые поножи,얼로이그리브,合金護腿,درع ساق خليط معدني
Pukei Hood,プケプケヘルム,Capuche Pukei,Cappuccio di Pukei,Pukei-Kopfschutz,Capucha de Pukei,Capuz de Pukei,Kaptur z Pukei,Капюшон поки,푸케푸케헬름,毒妖鳥頭盔,قلنسوة بوكي
Pukei Mail,プケプケメイル,Cotte Pukei,Cotta di Pukei,Pukei-Panzerung,Cota de Pukei,Armadura de Pukei,Zbroja z Pukei,Доспех поки,푸케푸케메일,毒妖鳥鎧甲,درع بوكي
Pukei Vambraces,プケプケアーム,Gantelets Pukei,Parabraccia di Pukei,Pukei-Armschienen,Brazales de Pukei,Avambraços de Pukei,Zarękawia z Pukei,Наручи поки,푸케푸케암,毒妖鳥腕甲,درع ساعد بوكي
Pukei Coil,プケプケコイル,Tassette Pukei,Spira di Pukei,Pukei-Hüftring,Faja de Pukei,Cinturão de Pukei,Pas z Pukei,Пояс поки,푸케푸케코일,毒妖鳥腰甲,لفيفة بوكي
Pukei Greaves,プケプケグリーヴ,Bottes Pukei,Schinieri di Pukei,Pukei-Beinschienen,Grebas de Pukei,Grevas de Pukei,Nagolenice z Pukei,Поножи поки,푸케푸케그리브,毒妖鳥護腿,درع ساق بوكي
Barroth Helm,ボロスヘルム,Heaume Barroth,Elmo di Barroth,Barroth-Helm,Yelmo de Barroth,Elmo de Barroth,Hełm z Barrotha,Барротовый шлем,보로스헬름,土砂龍頭盔,خوذة باروث
Barroth Mail,ボロスメイル,Cuirasse Barroth,Cotta di Barroth,Barroth-Panzerung,Cota de Barroth,Armadura de Barroth,Zbroja z Barrotha,Барротовый доспех,보로스메일,土砂龍鎧甲,درع باروث
Barroth Vambraces,ボロスアーム,Avant-bras Barroth,Parabraccia di Barroth,Barroth-Armschienen,Brazales de Barroth,Avambraços de Barroth,Zarękawia z Barrotha,Барротовые наручи,보로스암,土砂龍腕甲,درع ساعد باروث
Barroth Coil,ボロスコイル,Tassette Barroth,Spira di Barroth,Barroth-Hüftring,Faja de Barroth,Cinturão de Barroth,Pas z Barrotha,Барротовый пояс,보로스코일,土砂龍腰甲,لفيفة باروث
Barroth Greaves,ボロスグリーヴ,Grèves Barroth,Schinieri di Barroth,Barroth-Beinschienen,Grebas de Barroth,Grevas de Barroth,Nagolenice z Barrotha,Барротовые поножи,보로스그리브,土砂龍護腿,درع ساق باروث
Jyura Helm,ジュラヘルム,Heaume Jyura,Elmo di Jyura,Jyura-Helm,Yelmo de Jyura,Elmo de Jyura,Hełm z Jyura,Юратодовый шлем,쥬라헬름,泥魚龍頭盔,خوذة جيورا
Jyura Mail,ジュラメイル,Cuirasse Jyura,Cotta di Jyura,Jyura-Panzerung,Cota de Jyura,Armadura de Jyura,Zbroja z Jyura,Юратодовый доспех,쥬라메일,泥魚龍鎧甲,درع جيورا
Jyura Vambraces,ジュラアーム,Avant-bras Jyura,Parabraccia di Jyura,Jyura-Armschienen,Brazales de Jyura,Avambraços de Jyura,Zarękawia z Jyura,Юратодовые наручи,쥬라암,泥魚龍腕甲,درع ساعد جيورا
Jyura Coil,ジュラコイル,Tassette Jyura,Spira di Jyura,Jyura-Hüftring,Faja de Jyura,Cinturão de Jyura,Pas z Jyura,Юратодовый пояс,쥬라코일,泥魚龍腰甲,لفيفة جيورا
Jyura Greaves,ジュラグリーヴ,Grèves Jyura,Schinieri di Jyura,Jyura-Beinschienen,Grebas de Jyura,Grevas de Jyura,Nagolenice z Jyura,Юратодовые поножи,쥬라그리브,泥魚龍護腿,درع ساق جيورا
Kadachi Helm,カガチヘルム,Toque Kadachi,Elmo di Kadachi,Kadachi-Helm,Yelmo de Kadachi,Elmo de Kadachi,Hełm z Kadachi,Шлем кадачи,카가치헬름,飛雷龍頭盔,خوذة كاداتشي
Kadachi Mail,カガチメイル,Veste Kadachi,Cotta di Kadachi,Kadachi-Panzerung,Cota de Kadachi,Armadura de Kadachi,Zbroja z Kadachi,Доспех кадачи,카가치메일,飛雷龍鎧甲,درع كاداتشي
Kadachi Vambraces,カガチアーム,Gantelets Kadachi,Parabraccia di Kadachi,Kadachi-Armschienen,Brazales de Kadachi,Avambraços de Kadachi,Zarękawia z Kadachi,Наручи кадачи,카가치암,飛雷龍腕甲,درع ساعد كاداتشي
Kadachi Coil,カガチコイル,Jupette Kadachi,Spira di Kadachi,Kadachi-Hüftring,Faja de Kadachi,Cinturão de Kadachi,Pas z Kadachi,Пояс кадачи,카가치코일,飛雷龍腰甲,لفيفة كاداتشي
Kadachi Greaves,カガチグリーヴ,Grèves Kadachi,Schinieri di Kadachi,Kadachi-Beinschienen,Grebas de Kadachi,Grevas de Kadachi,Nagolenice z Kadachi,Поножи кадачи,카가치그리브,飛雷龍護腿,درع ساق كاداتشي
High Metal Helm,ハイメタヘルム,Heaume haut-métal,Elmo in ipermetallo,Hochmetall-Helm,Yelmo de megametal,Elmo de Metal Denso,Hełm z metalu,Шлем высшего металла,하이메탈헬름,礦石頭盔,خوذة معدن قوي
High Metal Mail,ハイメタメイル,Cotte haut-métal,Cotta in ipermetallo,Hochmetall-Panzerung,Cota de megametal,Armadura de Metal Denso,Zbroja z metalu,Доспех высшего металла,하이메탈메일,礦石鎧甲,درع معدني عالي المستوى
High Metal Braces,ハイメタアーム,Gantelets haut-métal,Parabraccia in ipermetallo,Hochmetall-Armschienen,Brazales de megametal,Braçadeiras Metal Denso,Zarękawia z metalu,Наручи высшего металла,하이메탈암,礦石腕甲,دعامات معدن قوي
High Metal Coil,ハイメタコイル,Tassette haut-métal,Spira in ipermetallo,Hochmetall-Hüftring,Faja de megametal,Cinturão de Metal Denso,Pas z metalu,Пояс высшего металла,하이메탈코일,礦石腰甲,لفيفة معدن قوي
High Metal Greaves,ハイメタグリーヴ,Grèves haut-métal,Schinieri in ipermetallo,Hochmetall-Beinschienen,Grebas de megametal,Grevas de Metal Denso,Nagolenice z metalu,Поножи высшего металла,하이메탈그리브,礦石護腿,درع ساق معدن قوي
King Beetle Vertex,オウビートテスタ,Vertex Scarabée,Vertex dello scarabeo,Königskäfer-Vertex,Vértice rey escarabajo,Vértice de Besouro-rei,Wierzchołek żuka król.,Голова королевского жука,킹비트테스타,獨角仙護頭,رأس الخنفساء الملك
King Beetle Thorax,オウビートペット,Thorax Scarabée,Torace dello scarabeo,Königskäfer-Thorax,Tórax rey escarabajo,Tórax de Besouro-rei,Tułów żuka królewskiego,Панцирь королевск. жука,킹비트페트,獨角仙上身,صدر الخنفساء الملك
King Beetle Brachia,オウビートマーノ,Brachia Scarabée,Brachia dello scarabeo,Königskäfer-Brachia,Ristre rey escarabajo,Braços de Besouro-rei,Ramiona żuka król.,Наручи королев. жука,킹비트마노,獨角仙護袖,عضد الخنفساء الملك
King Beetle Elytra,オウビートアンカ,Élytre Scarabée,Elitre dello scarabeo,Königskäfer-Elytren,Élitro rey escarabajo,Élitros de Besouro-rei,Okrywy żuka królewskiego,Пояс королевск. жука,킹비트앙카,獨角仙護腰具,غمد الخنفساء الملك
King Beetle Crura,オウビートガンバ,Crura Scarabée,Crura dello scarabeo,Königskäfer-Crura,Patas rey escarabajo,Crurais de Besouro-rei,Nogi żuka królewskiego,Поножи королев. жука,킹비트감바,獨角仙腳,درع رِجل الخنفساء الملك
Shamos Goggles,シャムゴーグル,Jumelles Shamos,Occhiali di Shamos,Shamos-Brille,Gafas de Shamos,Óculos de Shamos,Gogle z Shamosa,Очки шамоса,샤무고글,貓蜥龍護目鏡,نظارات شاموس
Hornetaur Helm,タロスヘルム,Heaume Hornetaur,Elmo di Hornetaur,Hornetaur-Helm,Yelmo de Hornetaur,Elmo de Chifrotauro,Hełm z Hornetaura,Роготавровый шлем,타로스헬름,巨甲蟲頭盔,خوذة هورنتور
Hornetaur Mail,タロスメイル,Cuirasse Hornetaur,Cotta di Hornetaur,Hornetaur-Panzerung,Cota de Hornetaur,Armadura de Chifrotauro,Zbroja z Hornetaura,Роготавровый доспех,타로스메일,巨甲蟲鎧甲,درع هورنتور
Hornetaur Vambraces,タロスアーム,Avant-bras Hornetaur,Parabraccia di Hornetaur,Hornetaur-Armschienen,Brazales de Hornetaur,Avambraços Chifrotauro,Zarękawia z Hornetaura,Роготавровые наручи,타로스암,巨甲蟲腕甲,درع ساعد هورنتور
Hornetaur Coil,タロスコイル,Tassette Hornetaur,Spira di Hornetaur,Hornetaur-Hüftring,Faja de Hornetaur,Cinturão de Chifrotauro,Pas z Hornetaura,Роготавровый пояс,타로스코일,巨甲蟲腰甲,لفيفة هورنتور
Hornetaur Greaves,タロスグリーヴ,Grèves Hornetaur,Schinieri di Hornetaur,Hornetaur-Beinschienen,Grebas de Hornetaur,Grevas de Chifrotauro,Golenie z Hornetaura,Роготавровые поножи,타로스그리브,巨甲蟲護腿,درع ساق هورنتور
Anja Helm,ジャナフヘルム,Casque Anjanath,Elmo di Anja,Anjanath-Helm,Yelmo de Anja,Elmo de Anja,Hełm z Anja,Шлем анджи,쟈나프헬름,蠻顎龍頭盔,خوذة أنجا
Anja Mail,ジャナフメイル,Manteau Anjanath,Cotta di Anja,Anjanath-Panzerung,Cota de Anja,Armadura de Anja,Zbroja z Anja,Доспех анджи,쟈나프메일,蠻顎龍鎧甲,درع أنجا
Anja Vambraces,ジャナフアーム,Avant-bras Anjanath,Parabraccia di Anja,Anjanath-Armschienen,Brazales de Anja,Avambraços de Anja,Zarękawia z Anja,Наручи анджи,쟈나프암,蠻顎龍腕甲,درع ساعد أنجا
Anja Coil,ジャナフコイル,Boucle Anjanath,Spira di Anja,Anjanath-Hüftring,Faja de Anja,Cinturão de Anja,Pas z Anja,Пояс анджи,쟈나프코일,蠻顎龍腰甲,لفيفة أنجا
Anja Greaves,ジャナフグリーヴ,Genouillère Anjanath,Schinieri di Anja,Anjanath-Beinschienen,Grebas de Anja,Grevas de Anja,Nagolenice z Anja,Поножи анджи,쟈나프그리브,蠻顎龍護腿,درع ساق أنجا
Rathian Helm,レイアヘルム,Heaume Rathian,Elmo di Rathian,Rathian-Helm,Yelmo de Rathian,Elmo de Rathian,Hełm z Rathiany,Ратиановый шлем,레이아헬름,雌火龍頭盔,خوذة راثيان
Rathian Mail,レイアメイル,Cotte Rathian,Cotta di Rathian,Rathian-Panzerung,Cota de Rathian,Armadura de Rathian,Zbroja z Rathiany,Ратиановый доспех,레이아메일,雌火龍鎧甲,درع راثيان
Rathian Vambraces,レイアアーム,Avant-bras Rathian,Parabraccia di Rathian,Rathian-Armschienen,Brazales de Rathian,Avambraços de Rathian,Zarękawia z Rathiany,Ратиановые наручи,레이아암,雌火龍腕甲,درع ساعد راثيان
Rathian Coil,レイアコイル,Jupe Rathian,Spira di Rathian,Rathian-Hüftring,Faja de Rathian,Cinturão de Rathian,Pas z Rathiany,Ратиановый пояс,레이아코일,雌火龍腰甲,لفيفة راثيان
Rathian Greaves,レイアグリーヴ,Grèves Rathian,Schinieri di Rathian,Rathian-Beinschienen,Grebas de Rathian,Grevas de Rathian,Nagolenice z Rathiany,Ратиановые поножи,레이아그리브,雌火龍護腿,درع ساق راثيان
Tzitzi Headgear,ツィツィヘルム,Lunettes Tzitzi,Elmo di Tzitzi,Tzitzi-Kopfschutz,Defensa de Tzitzi,Máscara de Tzitzi,Maska z Tzitzi,Очки цици,치치헬름,眩鳥頭盔,عتاد رأس تسيتسي
Tzitzi Mail,ツィツィメイル,Cotte Tzitzi,Cotta di Tzitzi,Tzitzi-Panzerung,Cota de Tzitzi,Armadura de Tzitzi,Zbroja z Tzitzi,Доспех цици,치치메일,眩鳥鎧甲,درع تسيتسي
Tzitzi Vambraces,ツィツィアーム,Avant-bras Tzitzi,Parabraccia di Tzitzi,Tzitzi-Armschienen,Brazales de Tzitzi,Avambraços de Tzitzi,Zarękawia z Tzitzi,Наручи цици,치치암,眩鳥腕甲,درع ساعد تسيتسي
Tzitzi Coil,ツィツィコイル,Jupe Tzitzi,Spira di Tzitzi,Tzitzi-Hüftring,Faja de Tzitzi,Cinturão de Tzitzi,Pas z Tzitzi,Пояс цици,치치코일,眩鳥腰甲,لفيفة تسيتسي
Tzitzi Greaves,ツィツィグリーヴ,Grèves Tzitzi,Schinieri di Tzitzi,Tzitzi-Beinschienen,Grebas de Tzitzi,Grevas de Tzitzi,Nagolenice z Tzitzi,Поножи цици,치치그리브,眩鳥護腿,درع ساق تسيتسي
Lumu Hat,ウルムーヘルム,Ouchanka Lumu,Copricapo di Lumu,Paolumu-Hut,Gorra de Lumu,Chapéu de Lumu,Czapka z Lumu,Шляпа луму,우르무헬름,浮空龍頭盔,قبعة لومو
Lumu Mail,ウルムーメイル,Veste Lumu,Cotta di Lumu,Paolumu-Panzerung,Cota de Lumu,Armadura de Lumu,Zbroja z Lumu,Доспех луму,우르무메일,浮空龍鎧甲,درع لومو
Lumu Vambraces,ウルムーアーム,Moufles Lumu,Parabraccia di Lumu,Paolumu-Armschienen,Brazales de Lumu,Avambraços de Lumu,Zarękawia z Lumu,Наручи луму,우르무암,浮空龍腕甲,درع ساعد لومو
Lumu Coil,ウルムーコイル,Short Lumu,Spira di Lumu,Paolumu-Hüftring,Faja de Lumu,Cinturão de Lumu,Pas z Lumu,Пояс луму,우르무코일,浮空龍腰甲,لفيفة لومو
Lumu Greaves,ウルムーグリーヴ,Pantalon Lumu,Schinieri di Lumu,Paolumu-Beinschienen,Grebas de Lumu,Grevas de Lumu,Nagolenice z Lumu,Поножи луму,우르무그리브,浮空龍護腿,درع ساق لومو
Girros Mask,ギルオスヘルム,Masque Girros,Maschera di Girros,Girros-Maske,Máscara de Girros,Máscara de Girros,Maska z Girrosa,Гирросовая маска,기르오스헬름,凶顎龍頭盔,قناع غيروس
Girros Mail,ギルオスメイル,Cotte Girros,Cotta di Girros,Girros-Panzerung,Cota de Girros,Armadura de Girros,Zbroja z Girrosa,Гирросовый доспех,기르오스메일,凶顎龍鎧甲,درع غيروس
Girros Vambraces,ギルオスアーム,Avant-bras Girros,Parabraccia di Girros,Girros-Armschienen,Brazales de Girros,Avambraços de Girros,Zarękawia z Girrosa,Гирросовые наручи,기르오스암,凶顎龍腕甲,درع ساعد غيروس
Girros Coil,ギルオスコイル,Tassette Girros,Spira di Girros,Girros-Hüftring,Faja de Girros,Cinturão de Girros,Pas z Girrosa,Гирросовый пояс,기르오스코일,凶顎龍腰甲,لفيفة غيروس
Girros Greaves,ギルオスグリーヴ,Pantalon Girros,Schinieri di Girros,Girros-Beinschienen,Grebas de Girros,Grevas de Girros,Nagolenice z Girrosa,Гирросовые поножи,기르오스그리브,凶顎龍護腿,درع ساق غيروس
Baan Helm,バルキンヘルム,Casque Radobaan,Elmo di Baan,Baan-Helm,Yelmo de Baan,Elmo de Baan,Hełm z Baana,Баановый шлем,발킨헬름,骨鎚龍頭盔,خوذة بان
Baan Mail,バルキンメイル,Cuirasse Radobaan,Cotta di Baan,Baan-Panzerung,Cota de Baan,Armadura de Baan,Zbroja z Baana,Баановый доспех,발킨메일,骨鎚龍鎧甲,درع بان
Baan Vambraces,バルキンアーム,Boucliers Radobaan,Parabraccia di Baan,Baan-Armschienen,Brazales de Baan,Avambraços de Baan,Zarękawia z Baana,Баановые наручи,발킨암,骨鎚龍腕甲,درع ساعد بان
Baan Coil,バルキンコイル,Tassette Radobaan,Spira di Baan,Baan-Hüftring,Faja de Baan,Cinturão de Baan,Pas z Baana,Баановый пояс,발킨코일,骨鎚龍腰甲,لفيفة بان
Baan Greaves,バルキングリーヴ,Grèves Radobaan,Schinieri di Baan,Baan-Beinschienen,Grebas de Baan,Grevas de Baan,Nogawice z Baana,Баановые поножи,발킨그리브,骨鎚龍護腿,درع ساق بان
Ingot Helm,インゴットヘルム,Couronne en lingot,Elmo del lingotto,Guss-Helm,Yelmo de lingotes,Elmo de Lingote,Hełm ze sztabek,Драгоценный шлем,잉곳헬름,鑄鐵頭盔,خوذة إنغوت
Ingot Mail,インゴットメイル,Cuirasse en lingot,Cotta del lingotto,Guss-Panzerung,Cota de lingotes,Armadura de Lingote,Zbroja ze sztabek,Драгоценный доспех,잉곳메일,鑄鐵鎧甲,درع إنغوت
Ingot Vambraces,インゴットアーム,Avant-bras en lingot,Parabraccia del lingotto,Guss-Armschienen,Brazales de lingotes,Avambraços de Lingote,Zarękawia ze sztabek,Драгоценные наручи,잉곳암,鑄鐵腕甲,درع ساعد إنغوت
Ingot Coil,インゴットコイル,Pagne en lingot,Spira del lingotto,Guss-Hüftring,Faja de lingotes,Cinturão de Lingote,Pas ze sztabek,Драгоценный пояс,잉곳코일,鑄鐵腰甲,لفيفة إنغوت
Ingot Greaves,インゴットグリーヴ,Chausses en lingot,Schinieri del lingotto,Guss-Beinschienen,Grebas de lingotes,Grevas de Lingote,Nagolenice ze sztabek,Драгоценные поножи,잉곳그리브,鑄鐵護腿,درع ساق إنغوت
Death Stench Brain,デスギアゲヒル,Cerveau putride,Cervello putrefatto,Todesgestank-Hirn,Cerebro pestilente,Cérebro Putrefato,Mózg rozkładu,Капюшон зловония смерти,데스기어게힐,死神首腦,درع رأس رائحة الموت
Death Stench Muscle,デスギアムスケル,Muscle putride,Muscolo putrefatto,Todesgestank-Muskel,Músculo pestilente,Músculo Putrefato,Mięsień rozkładu,Доспех зловония смерти,데스기어무스켈,死神肌肉,عضلة رائحة الموت
Death Stench Grip,デスギアファオスト,Étreinte putride,Mani putrefatte,Todesgestank-Klauen,Zarpas pestilentes,Garra Putrefata,Chwyt rozkładu,Наручи зловония смерти,데스기어파오스트,死神雙手,قبضة رائحة الموت
Death Stench Bowels,デスギアナーベル,Boyaux putrides,Budella putrefatte,Todesgestank-Gedärm,Intestinos pestilentes,Vísceras Putrefatas,Jelita rozkładu,Пояс зловония смерти,데스기어네이블,死神臍帶,مصران رائحة الموت
Death Stench Heel,デスギアフェルゼ,Talon putride,Tallone putrefatto,Todesgestank-Ferse,Talón pestilente,Calcanhar Putrefato,Pięta rozkładu,Поножи зловония смерти,데스기어페르제,死神腳跟,كعب رائحة الموت
